DateTime,Most recent forecast [MW],Day-Ahead forecast [MW],Week-Ahead forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp],Day-Ahead forecast (11h00) [MW]
01/01/2019 00:00,0,0,0,0,0,282.19,0
01/01/2019 00:15,0,0,0,0,0,282.19,0
01/01/2019 00:30,0,0,0,0,0,282.19,0
01/01/2019 00:45,0,0,0,0,0,282.19,0
01/01/2019 01:00,0,0,0,0,0,282.19,0
01/01/2019 01:15,0,0,0,0,0,282.19,0
01/01/2019 01:30,0,0,0,0,0,282.19,0
01/01/2019 01:45,0,0,0,0,0,282.19,0
01/01/2019 02:00,0,0,0,0,0,282.19,0
01/01/2019 02:15,0,0,0,0,0,282.19,0
01/01/2019 02:30,0,0,0,0,0,282.19,0
01/01/2019 02:45,0,0,0,0,0,282.19,0
01/01/2019 03:00,0,0,0,0,0,282.19,0
01/01/2019 03:15,0,0,0,0,0,282.19,0
01/01/2019 03:30,0,0,0,0,0,282.19,0
01/01/2019 03:45,0,0,0,0,0,282.19,0
01/01/2019 04:00,0,0,0,0,0,282.19,0
01/01/2019 04:15,0,0,0,0,0,282.19,0
01/01/2019 04:30,0,0,0,0,0,282.19,0
01/01/2019 04:45,0,0,0,0,0,282.19,0
01/01/2019 05:00,0,0,0,0,0,282.19,0
01/01/2019 05:15,0,0,0,0,0,282.19,0
01/01/2019 05:30,0,0,0,0,0,282.19,0
01/01/2019 05:45,0,0,0,0,0,282.19,0
01/01/2019 06:00,0,0,0,0,0,282.19,0
01/01/2019 06:15,0,0,0,0,0,282.19,0
01/01/2019 06:30,0,0,0,0,0,282.19,0
01/01/2019 06:45,0,0,0,0,0,282.19,0
01/01/2019 07:00,0,0,0,0,0,282.19,0
01/01/2019 07:15,0,0,0,0,0,282.19,0
01/01/2019 07:30,0,0,0,0,0,282.19,0
01/01/2019 07:45,0,0,0,0,0,282.19,0
01/01/2019 08:00,0,0,0,0,0,282.19,0
01/01/2019 08:15,0,0,0,0,0,282.19,0
01/01/2019 08:30,0,0,0,0,0,282.19,0
01/01/2019 08:45,0.17,0.17,0.47,0,0,282.19,0.18
01/01/2019 09:00,0.74,0.71,3.01,0.05,0.12,282.19,0.75
01/01/2019 09:15,1.68,1.54,7.67,0.78,0.74,282.19,1.61
01/01/2019 09:30,2.81,2.46,11.73,0.9,1.44,282.19,2.58
01/01/2019 09:45,4.06,3.45,15.51,2.77,2.3,282.19,3.63
01/01/2019 10:00,5.34,4.48,19.58,2.72,3.27,282.19,4.73
01/01/2019 10:15,6.62,5.55,23.81,1.45,4.4,282.19,5.89
01/01/2019 10:30,7.83,6.58,27.24,4.96,5.84,282.19,7.05
01/01/2019 10:45,8.95,7.54,30.45,7,7.5,282.19,8.16
01/01/2019 11:00,7.01,8.41,33.6,8.76,9.48,282.19,9.2
01/01/2019 11:15,8.09,9.18,36.51,10.3,10.75,282.19,10.14
01/01/2019 11:30,9.17,9.83,39.34,11.65,10.56,282.19,10.91
01/01/2019 11:45,9.94,10.35,41.61,11.95,10.2,282.19,11.53
01/01/2019 12:00,10.59,10.74,43.33,12.06,9.86,282.19,11.99
01/01/2019 12:15,12.68,11.01,44.52,12.85,9.23,282.19,12.32
01/01/2019 12:30,14.61,11.26,45.13,12.21,8.7,282.19,12.5
01/01/2019 12:45,18.3,11.5,45.15,13.15,8.35,282.19,12.49
01/01/2019 13:00,21.58,11.64,44.6,12.52,7.71,282.19,12.33
01/01/2019 13:15,21.35,11.66,43.46,8.99,7.09,282.19,12.08
01/01/2019 13:30,20.95,11.53,41.79,7.92,6.44,282.19,11.8
01/01/2019 13:45,19.68,11.08,39.56,7.37,5.96,282.19,11.46
01/01/2019 14:00,8.02,10.62,36.78,6.92,5.62,282.19,10.94
01/01/2019 14:15,7.2,9.99,33.88,5.96,5.74,282.19,10.21
01/01/2019 14:30,6.24,9.14,30.76,5.41,6.34,282.19,9.17
01/01/2019 14:45,5.92,7.97,27.57,5.68,6.58,282.19,7.91
01/01/2019 15:00,5.46,6.58,24.14,7.04,6.6,282.19,6.61
01/01/2019 15:15,4.13,5.28,19.94,5.35,6.01,282.19,5.33
01/01/2019 15:30,2.92,4.08,15.85,5.5,4.86,282.19,4.11
01/01/2019 15:45,1.88,2.62,12.06,3.65,3.72,282.19,2.57
01/01/2019 16:00,1.17,1.48,8.01,2.57,2.44,282.19,1.38
01/01/2019 16:15,0.57,0.75,3.33,0.94,0.95,282.19,0.6
01/01/2019 16:30,0.15,0.14,0.53,0.09,0.15,282.19,0.14
01/01/2019 16:45,0,0,0,0,0,282.19,0
01/01/2019 17:00,0,0,0,0,0,282.19,0
01/01/2019 17:15,0,0,0,0,0,282.19,0
01/01/2019 17:30,0,0,0,0,0,282.19,0
01/01/2019 17:45,0,0,0,0,0,282.19,0
01/01/2019 18:00,0,0,0,0,0,282.19,0
01/01/2019 18:15,0,0,0,0,0,282.19,0
01/01/2019 18:30,0,0,0,0,0,282.19,0
01/01/2019 18:45,0,0,0,0,0,282.19,0
01/01/2019 19:00,0,0,0,0,0,282.19,0
01/01/2019 19:15,0,0,0,0,0,282.19,0
01/01/2019 19:30,0,0,0,0,0,282.19,0
01/01/2019 19:45,0,0,0,0,0,282.19,0
01/01/2019 20:00,0,0,0,0,0,282.19,0
01/01/2019 20:15,0,0,0,0,0,282.19,0
01/01/2019 20:30,0,0,0,0,0,282.19,0
01/01/2019 20:45,0,0,0,0,0,282.19,0
01/01/2019 21:00,0,0,0,0,0,282.19,0
01/01/2019 21:15,0,0,0,0,0,282.19,0
01/01/2019 21:30,0,0,0,0,0,282.19,0
01/01/2019 21:45,0,0,0,0,0,282.19,0
01/01/2019 22:00,0,0,0,0,0,282.19,0
01/01/2019 22:15,0,0,0,0,0,282.19,0
01/01/2019 22:30,0,0,0,0,0,282.19,0
01/01/2019 22:45,0,0,0,0,0,282.19,0
01/01/2019 23:00,0,0,0,0,0,282.19,0
01/01/2019 23:15,0,0,0,0,0,282.19,0
01/01/2019 23:30,0,0,0,0,0,282.19,0
01/01/2019 23:45,0,0,0,0,0,282.19,0
02/01/2019 00:00,0,0,0,0,0,282.19,0
02/01/2019 00:15,0,0,0,0,0,282.19,0
02/01/2019 00:30,0,0,0,0,0,282.19,0
02/01/2019 00:45,0,0,0,0,0,282.19,0
02/01/2019 01:00,0,0,0,0,0,282.19,0
02/01/2019 01:15,0,0,0,0,0,282.19,0
02/01/2019 01:30,0,0,0,0,0,282.19,0
02/01/2019 01:45,0,0,0,0,0,282.19,0
02/01/2019 02:00,0,0,0,0,0,282.19,0
02/01/2019 02:15,0,0,0,0,0,282.19,0
02/01/2019 02:30,0,0,0,0,0,282.19,0
02/01/2019 02:45,0,0,0,0,0,282.19,0
02/01/2019 03:00,0,0,0,0,0,282.19,0
02/01/2019 03:15,0,0,0,0,0,282.19,0
02/01/2019 03:30,0,0,0,0,0,282.19,0
02/01/2019 03:45,0,0,0,0,0,282.19,0
02/01/2019 04:00,0,0,0,0,0,282.19,0
02/01/2019 04:15,0,0,0,0,0,282.19,0
02/01/2019 04:30,0,0,0,0,0,282.19,0
02/01/2019 04:45,0,0,0,0,0,282.19,0
02/01/2019 05:00,0,0,0,0,0,282.19,0
02/01/2019 05:15,0,0,0,0,0,282.19,0
02/01/2019 05:30,0,0,0,0,0,282.19,0
02/01/2019 05:45,0,0,0,0,0,282.19,0
02/01/2019 06:00,0,0,0,0,0,282.19,0
02/01/2019 06:15,0,0,0,0,0,282.19,0
02/01/2019 06:30,0,0,0,0,0,282.19,0
02/01/2019 06:45,0,0,0,0,0,282.19,0
02/01/2019 07:00,0,0,0,0,0,282.19,0
02/01/2019 07:15,0,0,0,0,0,282.19,0
02/01/2019 07:30,0,0,0,0,0,282.19,0
02/01/2019 07:45,0,0,0,0,0,282.19,0
02/01/2019 08:00,0,0,0,0,0,282.19,0
02/01/2019 08:15,0,0,0,0,0,282.19,0
02/01/2019 08:30,0.01,0.01,0,0.01,0,282.19,0.01
02/01/2019 08:45,0.46,0.4,0.38,0.46,0,282.19,0.39
02/01/2019 09:00,2.15,1.49,1.99,1.74,1.23,282.19,1.43
02/01/2019 09:15,5.59,3.8,4.99,3.08,2.92,282.19,3.67
02/01/2019 09:30,9.44,6.48,8.32,4.76,5.38,282.19,5.91
02/01/2019 09:45,14.49,12.03,11.08,6.75,7.18,282.19,12.09
02/01/2019 10:00,20.18,18.69,13.86,9.09,8.91,282.19,20.15
02/01/2019 10:15,23.32,21.88,17.03,12.26,11.98,282.19,23.95
02/01/2019 10:30,26.65,24.75,19.91,16.11,15.18,282.19,27.51
02/01/2019 10:45,29.58,27.4,22.28,16.73,17.64,282.19,30.82
02/01/2019 11:00,20.91,30.25,24.47,18.72,18.81,282.19,33.72
02/01/2019 11:15,23.01,32.74,26.59,20.53,19.48,282.19,36.21
02/01/2019 11:30,25.1,34.91,28.24,21.6,20.92,282.19,38.58
02/01/2019 11:45,26.95,36.83,29.6,21.39,21.83,282.19,40.59
02/01/2019 12:00,28.55,38.51,30.79,21.24,22.51,282.19,42.19
02/01/2019 12:15,29.75,39.4,31.59,23.58,23.54,282.19,42.93
02/01/2019 12:30,30.49,39.37,32,22.24,24.36,282.19,42.93
02/01/2019 12:45,31,38.88,32.04,22.93,22.64,282.19,42.53
02/01/2019 13:00,31.23,38.1,31.69,22.45,21.85,282.19,41.76
02/01/2019 13:15,31.23,36.72,30.96,22.7,21.82,282.19,40.47
02/01/2019 13:30,31.06,34.94,29.84,21.15,21.32,282.19,39.04
02/01/2019 13:45,30.64,32.82,28.5,20.16,19.26,282.19,37.74
02/01/2019 14:00,24.57,30.69,26.92,20.47,17.07,282.19,36.13
02/01/2019 14:15,23.75,28.44,24.9,21.48,16.84,282.19,33.96
02/01/2019 14:30,22.44,26.09,22.71,20.87,16.78,282.19,30.99
02/01/2019 14:45,21,23.59,20.37,14.39,14.54,282.19,27.41
02/01/2019 15:00,19.25,20.91,17.56,16.45,12.8,282.19,24.27
02/01/2019 15:15,16.85,17.8,14.28,13.39,10.39,282.19,21.07
02/01/2019 15:30,13.92,14.29,11.45,10.95,7.73,282.19,17.26
02/01/2019 15:45,10.47,10.31,8.8,6.87,4.97,282.19,13.25
02/01/2019 16:00,5.28,6.42,5.64,4.17,2.8,282.19,8.44
02/01/2019 16:15,2.24,3.48,2.46,1.76,1.34,282.19,3.38
02/01/2019 16:30,0.51,0.53,0.48,0.46,0.28,282.19,0.63
02/01/2019 16:45,0.01,0.01,0,0.01,0,282.19,0.01
02/01/2019 17:00,0,0,0,0,0,282.19,0
02/01/2019 17:15,0,0,0,0,0,282.19,0
02/01/2019 17:30,0,0,0,0,0,282.19,0
02/01/2019 17:45,0,0,0,0,0,282.19,0
02/01/2019 18:00,0,0,0,0,0,282.19,0
02/01/2019 18:15,0,0,0,0,0,282.19,0
02/01/2019 18:30,0,0,0,0,0,282.19,0
02/01/2019 18:45,0,0,0,0,0,282.19,0
02/01/2019 19:00,0,0,0,0,0,282.19,0
02/01/2019 19:15,0,0,0,0,0,282.19,0
02/01/2019 19:30,0,0,0,0,0,282.19,0
02/01/2019 19:45,0,0,0,0,0,282.19,0
02/01/2019 20:00,0,0,0,0,0,282.19,0
02/01/2019 20:15,0,0,0,0,0,282.19,0
02/01/2019 20:30,0,0,0,0,0,282.19,0
02/01/2019 20:45,0,0,0,0,0,282.19,0
02/01/2019 21:00,0,0,0,0,0,282.19,0
02/01/2019 21:15,0,0,0,0,0,282.19,0
02/01/2019 21:30,0,0,0,0,0,282.19,0
02/01/2019 21:45,0,0,0,0,0,282.19,0
02/01/2019 22:00,0,0,0,0,0,282.19,0
02/01/2019 22:15,0,0,0,0,0,282.19,0
02/01/2019 22:30,0,0,0,0,0,282.19,0
02/01/2019 22:45,0,0,0,0,0,282.19,0
02/01/2019 23:00,0,0,0,0,0,282.19,0
02/01/2019 23:15,0,0,0,0,0,282.19,0
02/01/2019 23:30,0,0,0,0,0,282.19,0
02/01/2019 23:45,0,0,0,0,0,282.19,0
03/01/2019 00:00,0,0,0,0,0,282.19,0
03/01/2019 00:15,0,0,0,0,0,282.19,0
03/01/2019 00:30,0,0,0,0,0,282.19,0
03/01/2019 00:45,0,0,0,0,0,282.19,0
03/01/2019 01:00,0,0,0,0,0,282.19,0
03/01/2019 01:15,0,0,0,0,0,282.19,0
03/01/2019 01:30,0,0,0,0,0,282.19,0
03/01/2019 01:45,0,0,0,0,0,282.19,0
03/01/2019 02:00,0,0,0,0,0,282.19,0
03/01/2019 02:15,0,0,0,0,0,282.19,0
03/01/2019 02:30,0,0,0,0,0,282.19,0
03/01/2019 02:45,0,0,0,0,0,282.19,0
03/01/2019 03:00,0,0,0,0,0,282.19,0
03/01/2019 03:15,0,0,0,0,0,282.19,0
03/01/2019 03:30,0,0,0,0,0,282.19,0
03/01/2019 03:45,0,0,0,0,0,282.19,0
03/01/2019 04:00,0,0,0,0,0,282.19,0
03/01/2019 04:15,0,0,0,0,0,282.19,0
03/01/2019 04:30,0,0,0,0,0,282.19,0
03/01/2019 04:45,0,0,0,0,0,282.19,0
03/01/2019 05:00,0,0,0,0,0,282.19,0
03/01/2019 05:15,0,0,0,0,0,282.19,0
03/01/2019 05:30,0,0,0,0,0,282.19,0
03/01/2019 05:45,0,0,0,0,0,282.19,0
03/01/2019 06:00,0,0,0,0,0,282.19,0
03/01/2019 06:15,0,0,0,0,0,282.19,0
03/01/2019 06:30,0,0,0,0,0,282.19,0
03/01/2019 06:45,0,0,0,0,0,282.19,0
03/01/2019 07:00,0,0,0,0,0,282.19,0
03/01/2019 07:15,0,0,0,0,0,282.19,0
03/01/2019 07:30,0,0,0,0,0,282.19,0
03/01/2019 07:45,0,0,0,0,0,282.19,0
03/01/2019 08:00,0,0,0,0,0,282.19,0
03/01/2019 08:15,0,0,0,0,0,282.19,0
03/01/2019 08:30,0.01,0.01,0.01,0,0,282.19,0.01
03/01/2019 08:45,0.37,0.39,1.07,0,0,282.19,0.4
03/01/2019 09:00,1.55,1.66,6.38,0.29,0.91,282.19,1.71
03/01/2019 09:15,3.62,3.76,13.46,1.25,2.7,282.19,3.86
03/01/2019 09:30,6.48,6.47,19.2,5.88,5.1,282.19,6.58
03/01/2019 09:45,9.69,9.62,25.69,7.93,7.4,282.19,9.59
03/01/2019 10:00,12.36,12.71,33.02,10.42,9.56,282.19,12.43
03/01/2019 10:15,14.96,15.16,39.06,13.87,11.63,282.19,14.88
03/01/2019 10:30,17.29,17.07,45.6,16.58,14.24,282.19,16.9
03/01/2019 10:45,19.39,18.73,52.16,20.41,17.38,282.19,18.59
03/01/2019 11:00,21.81,20.17,58.22,21.12,21.49,282.19,20.1
03/01/2019 11:15,23.53,21.32,63.31,23.19,23.96,282.19,21.4
03/01/2019 11:30,24.85,22.1,67.78,26.7,24.15,282.19,22.44
03/01/2019 11:45,25.71,22.61,71.47,27.75,23.38,282.19,23.34
03/01/2019 12:00,26.5,23.03,74.35,28.88,25.18,282.19,24.11
03/01/2019 12:15,27.09,23.34,76.33,30.22,24.88,282.19,24.61
03/01/2019 12:30,27.23,23.47,77.39,30.32,26.24,282.19,24.78
03/01/2019 12:45,27.05,23.44,77.48,30.95,27.51,282.19,24.74
03/01/2019 13:00,26.79,23.33,76.61,33.78,26.27,282.19,24.53
03/01/2019 13:15,26.23,23.08,74.79,33.26,26.15,282.19,24.08
03/01/2019 13:30,25.42,22.64,72.09,33.94,26.65,282.19,23.45
03/01/2019 13:45,24.18,21.89,68.57,26.84,27.03,282.19,22.69
03/01/2019 14:00,29.68,21.15,64.24,22.48,23.11,282.19,21.81
03/01/2019 14:15,27.32,20.22,59.36,21.64,22.49,282.19,20.79
03/01/2019 14:30,24.57,19.02,53.52,22.08,22.57,282.19,19.51
03/01/2019 14:45,21.5,17.4,47.12,23.5,20.37,282.19,17.88
03/01/2019 15:00,18.25,15.34,40.42,16.55,17.17,282.19,15.87
03/01/2019 15:15,14.97,12.67,34.21,13.52,13.11,282.19,13.41
03/01/2019 15:30,11.13,9.75,27.26,11.95,10.89,282.19,10.54
03/01/2019 15:45,7.31,6.9,20.11,6.63,6.99,282.19,7.27
03/01/2019 16:00,3.86,4.39,14.52,3.68,3.81,282.19,4.31
03/01/2019 16:15,1.8,2.44,8.06,1.8,1.73,282.19,2
03/01/2019 16:30,0.49,0.49,1.67,0.3,0.41,282.19,0.52
03/01/2019 16:45,0.01,0.01,0.04,0,0,282.19,0.01
03/01/2019 17:00,0,0,0,0,0,282.19,0
03/01/2019 17:15,0,0,0,0,0,282.19,0
03/01/2019 17:30,0,0,0,0,0,282.19,0
03/01/2019 17:45,0,0,0,0,0,282.19,0
03/01/2019 18:00,0,0,0,0,0,282.19,0
03/01/2019 18:15,0,0,0,0,0,282.19,0
03/01/2019 18:30,0,0,0,0,0,282.19,0
03/01/2019 18:45,0,0,0,0,0,282.19,0
03/01/2019 19:00,0,0,0,0,0,282.19,0
03/01/2019 19:15,0,0,0,0,0,282.19,0
03/01/2019 19:30,0,0,0,0,0,282.19,0
03/01/2019 19:45,0,0,0,0,0,282.19,0
03/01/2019 20:00,0,0,0,0,0,282.19,0
03/01/2019 20:15,0,0,0,0,0,282.19,0
03/01/2019 20:30,0,0,0,0,0,282.19,0
03/01/2019 20:45,0,0,0,0,0,282.19,0
03/01/2019 21:00,0,0,0,0,0,282.19,0
03/01/2019 21:15,0,0,0,0,0,282.19,0
03/01/2019 21:30,0,0,0,0,0,282.19,0
03/01/2019 21:45,0,0,0,0,0,282.19,0
03/01/2019 22:00,0,0,0,0,0,282.19,0
03/01/2019 22:15,0,0,0,0,0,282.19,0
03/01/2019 22:30,0,0,0,0,0,282.19,0
03/01/2019 22:45,0,0,0,0,0,282.19,0
03/01/2019 23:00,0,0,0,0,0,282.19,0
03/01/2019 23:15,0,0,0,0,0,282.19,0
03/01/2019 23:30,0,0,0,0,0,282.19,0
03/01/2019 23:45,0,0,0,0,0,282.19,0
04/01/2019 00:00,0,0,0,0,0,282.19,0
04/01/2019 00:15,0,0,0,0,0,282.19,0
04/01/2019 00:30,0,0,0,0,0,282.19,0
04/01/2019 00:45,0,0,0,0,0,282.19,0
04/01/2019 01:00,0,0,0,0,0,282.19,0
04/01/2019 01:15,0,0,0,0,0,282.19,0
04/01/2019 01:30,0,0,0,0,0,282.19,0
04/01/2019 01:45,0,0,0,0,0,282.19,0
04/01/2019 02:00,0,0,0,0,0,282.19,0
04/01/2019 02:15,0,0,0,0,0,282.19,0
04/01/2019 02:30,0,0,0,0,0,282.19,0
04/01/2019 02:45,0,0,0,0,0,282.19,0
04/01/2019 03:00,0,0,0,0,0,282.19,0
04/01/2019 03:15,0,0,0,0,0,282.19,0
04/01/2019 03:30,0,0,0,0,0,282.19,0
04/01/2019 03:45,0,0,0,0,0,282.19,0
04/01/2019 04:00,0,0,0,0,0,282.19,0
04/01/2019 04:15,0,0,0,0,0,282.19,0
04/01/2019 04:30,0,0,0,0,0,282.19,0
04/01/2019 04:45,0,0,0,0,0,282.19,0
04/01/2019 05:00,0,0,0,0,0,282.19,0
04/01/2019 05:15,0,0,0,0,0,282.19,0
04/01/2019 05:30,0,0,0,0,0,282.19,0
04/01/2019 05:45,0,0,0,0,0,282.19,0
04/01/2019 06:00,0,0,0,0,0,282.19,0
04/01/2019 06:15,0,0,0,0,0,282.19,0
04/01/2019 06:30,0,0,0,0,0,282.19,0
04/01/2019 06:45,0,0,0,0,0,282.19,0
04/01/2019 07:00,0,0,0,0,0,282.19,0
04/01/2019 07:15,0,0,0,0,0,282.19,0
04/01/2019 07:30,0,0,0,0,0,282.19,0
04/01/2019 07:45,0,0,0,0,0,282.19,0
04/01/2019 08:00,0,0,0,0,0,282.19,0
04/01/2019 08:15,0,0,0,0,0,282.19,0
04/01/2019 08:30,0,0.01,0.01,0,0,282.19,0
04/01/2019 08:45,0.33,0.41,0.51,0,0,282.19,0.37
04/01/2019 09:00,1.48,2.21,2.34,1.38,1.3,282.19,2.07
04/01/2019 09:15,3.63,6.31,5.56,2.77,3.21,282.19,5.67
04/01/2019 09:30,6.71,11.99,9.13,5.13,5.12,282.19,10.39
04/01/2019 09:45,9.93,16.28,12.26,6.71,7.13,282.19,14.66
04/01/2019 10:00,13.09,19.93,15.45,8.76,9.03,282.19,18.24
04/01/2019 10:15,16.02,23.41,18.47,13.95,12.84,282.19,21.32
04/01/2019 10:30,18.42,26.95,21.46,15.15,15.61,282.19,24.45
04/01/2019 10:45,20.7,30.42,24.64,17.31,16.92,282.19,27.28
04/01/2019 11:00,20.54,33.81,27.47,19.59,18.01,282.19,30
04/01/2019 11:15,22.7,36.95,29.57,20.77,22.12,282.19,32.33
04/01/2019 11:30,24.38,39.32,31.34,21.34,21.5,282.19,34.03
04/01/2019 11:45,25.58,40.75,32.76,17.9,16.97,282.19,34.98
04/01/2019 12:00,26.79,41.71,33.83,11.34,13.56,282.19,35.6
04/01/2019 12:15,27.69,42.24,34.65,9.93,12.03,282.19,35.92
04/01/2019 12:30,28.17,42.12,35.12,14.3,12.62,282.19,35.88
04/01/2019 12:45,28.34,41.44,35.19,10.47,9.73,282.19,35.6
04/01/2019 13:00,28.37,40.52,34.85,9.96,7.62,282.19,35.22
04/01/2019 13:15,28.16,39.25,34.12,9.23,6.83,282.19,34.58
04/01/2019 13:30,27.59,37.6,33.16,5.71,6.52,282.19,33.62
04/01/2019 13:45,26.76,35.47,31.85,10.96,6.53,282.19,32.39
04/01/2019 14:00,11.94,33.33,30.2,10.27,5.89,282.19,30.92
04/01/2019 14:15,12.52,30.93,28.21,9.47,6.11,282.19,29.15
04/01/2019 14:30,12.78,28.3,25.58,8.72,5.01,282.19,27.01
04/01/2019 14:45,12.64,25.44,22.48,6.7,3.89,282.19,24.54
04/01/2019 15:00,12.04,22.26,19.31,5.73,2.97,282.19,21.88
04/01/2019 15:15,11.13,18.72,16.51,4.65,2.4,282.19,18.61
04/01/2019 15:30,9.64,15.21,13.38,3.7,1.58,282.19,15.19
04/01/2019 15:45,7.3,11.36,10.29,2.59,0.9,282.19,11.52
04/01/2019 16:00,2.81,7.41,6.87,1.81,0.41,282.19,7.35
04/01/2019 16:15,1.63,4.12,3.15,0.84,0.08,282.19,3.37
04/01/2019 16:30,0.51,0.83,0.77,0.32,0.01,282.19,0.84
04/01/2019 16:45,0.03,0.04,0.04,0.02,0,282.19,0.04
04/01/2019 17:00,0,0,0,0,0,282.19,0
04/01/2019 17:15,0,0,0,0,0,282.19,0
04/01/2019 17:30,0,0,0,0,0,282.19,0
04/01/2019 17:45,0,0,0,0,0,282.19,0
04/01/2019 18:00,0,0,0,0,0,282.19,0
04/01/2019 18:15,0,0,0,0,0,282.19,0
04/01/2019 18:30,0,0,0,0,0,282.19,0
04/01/2019 18:45,0,0,0,0,0,282.19,0
04/01/2019 19:00,0,0,0,0,0,282.19,0
04/01/2019 19:15,0,0,0,0,0,282.19,0
04/01/2019 19:30,0,0,0,0,0,282.19,0
04/01/2019 19:45,0,0,0,0,0,282.19,0
04/01/2019 20:00,0,0,0,0,0,282.19,0
04/01/2019 20:15,0,0,0,0,0,282.19,0
04/01/2019 20:30,0,0,0,0,0,282.19,0
04/01/2019 20:45,0,0,0,0,0,282.19,0
04/01/2019 21:00,0,0,0,0,0,282.19,0
04/01/2019 21:15,0,0,0,0,0,282.19,0
04/01/2019 21:30,0,0,0,0,0,282.19,0
04/01/2019 21:45,0,0,0,0,0,282.19,0
04/01/2019 22:00,0,0,0,0,0,282.19,0
04/01/2019 22:15,0,0,0,0,0,282.19,0
04/01/2019 22:30,0,0,0,0,0,282.19,0
04/01/2019 22:45,0,0,0,0,0,282.19,0
04/01/2019 23:00,0,0,0,0,0,282.19,0
04/01/2019 23:15,0,0,0,0,0,282.19,0
04/01/2019 23:30,0,0,0,0,0,282.19,0
04/01/2019 23:45,0,0,0,0,0,282.19,0
05/01/2019 00:00,0,0,0,0,0,282.19,0
05/01/2019 00:15,0,0,0,0,0,282.19,0
05/01/2019 00:30,0,0,0,0,0,282.19,0
05/01/2019 00:45,0,0,0,0,0,282.19,0
05/01/2019 01:00,0,0,0,0,0,282.19,0
05/01/2019 01:15,0,0,0,0,0,282.19,0
05/01/2019 01:30,0,0,0,0,0,282.19,0
05/01/2019 01:45,0,0,0,0,0,282.19,0
05/01/2019 02:00,0,0,0,0,0,282.19,0
05/01/2019 02:15,0,0,0,0,0,282.19,0
05/01/2019 02:30,0,0,0,0,0,282.19,0
05/01/2019 02:45,0,0,0,0,0,282.19,0
05/01/2019 03:00,0,0,0,0,0,282.19,0
05/01/2019 03:15,0,0,0,0,0,282.19,0
05/01/2019 03:30,0,0,0,0,0,282.19,0
05/01/2019 03:45,0,0,0,0,0,282.19,0
05/01/2019 04:00,0,0,0,0,0,282.19,0
05/01/2019 04:15,0,0,0,0,0,282.19,0
05/01/2019 04:30,0,0,0,0,0,282.19,0
05/01/2019 04:45,0,0,0,0,0,282.19,0
05/01/2019 05:00,0,0,0,0,0,282.19,0
05/01/2019 05:15,0,0,0,0,0,282.19,0
05/01/2019 05:30,0,0,0,0,0,282.19,0
05/01/2019 05:45,0,0,0,0,0,282.19,0
05/01/2019 06:00,0,0,0,0,0,282.19,0
05/01/2019 06:15,0,0,0,0,0,282.19,0
05/01/2019 06:30,0,0,0,0,0,282.19,0
05/01/2019 06:45,0,0,0,0,0,282.19,0
05/01/2019 07:00,0,0,0,0,0,282.19,0
05/01/2019 07:15,0,0,0,0,0,282.19,0
05/01/2019 07:30,0,0,0,0,0,282.19,0
05/01/2019 07:45,0,0,0,0,0,282.19,0
05/01/2019 08:00,0,0,0,0,0,282.19,0
05/01/2019 08:15,0,0,0,0,0,282.19,0
05/01/2019 08:30,0,0,0.01,0,0,282.19,0
05/01/2019 08:45,0.2,0.17,0.93,0.2,0,282.19,0.19
05/01/2019 09:00,0.86,0.75,4.81,0.67,0.25,282.19,0.8
05/01/2019 09:15,1.94,1.69,10.07,1.36,0.83,282.19,1.81
05/01/2019 09:30,3.23,2.76,15.02,2.11,2.1,282.19,2.95
05/01/2019 09:45,4.63,3.86,20.1,3.16,3.05,282.19,4.11
05/01/2019 10:00,6.22,5.04,25.61,4.24,3.69,282.19,5.36
05/01/2019 10:15,8.04,6.39,30.01,5.05,3.78,282.19,6.76
05/01/2019 10:30,9.82,7.78,34.68,5.58,3.92,282.19,8.18
05/01/2019 10:45,11.37,9.11,39.27,5.8,3.8,282.19,9.55
05/01/2019 11:00,8.7,10.35,43.79,5.87,4.02,282.19,10.81
05/01/2019 11:15,9.87,11.42,47.56,5.86,4.08,282.19,11.89
05/01/2019 11:30,10.83,12.27,50.94,6.02,4.61,282.19,12.78
05/01/2019 11:45,11.6,12.91,53.7,6.3,5.13,282.19,13.53
05/01/2019 12:00,12.23,13.42,55.87,6.35,5.9,282.19,14.12
05/01/2019 12:15,12.75,13.77,57.44,7.57,6.37,282.19,14.49
05/01/2019 12:30,13.07,13.97,58.3,8.2,6.61,282.19,14.65
05/01/2019 12:45,13.19,14,58.44,6.67,6.64,282.19,14.67
05/01/2019 13:00,13.21,13.91,57.85,6.35,6.63,282.19,14.56
05/01/2019 13:15,13.13,13.72,56.53,6.81,6.6,282.19,14.33
05/01/2019 13:30,12.97,13.36,54.55,6.76,6.59,282.19,13.93
05/01/2019 13:45,12.69,12.64,52.02,6.2,6.23,282.19,13.37
05/01/2019 14:00,7.59,11.91,48.87,5.71,5.88,282.19,12.65
05/01/2019 14:15,7.59,10.99,45.21,4.74,5.28,282.19,11.71
05/01/2019 14:30,7.32,9.89,41.11,4.77,4.72,282.19,10.49
05/01/2019 14:45,6.84,8.6,36.49,3.85,3.99,282.19,9.09
05/01/2019 15:00,6.17,7.22,31.67,3.08,3.35,282.19,7.61
